"soured_cream","soured cream","1"
"bitters","angostura bitters","1"
"beansprouts","beansprouts","1"
"fennel_seeds","fennel seeds","1"
"jersey_royal_potatoes","Jersey Royal potatoes","1"
"ham","ham","1"
"herbal_liqueur","herbal liqueur","1"
"gelatine","gelatine","1"
"halibut","halibut","1"
"white_chocolate","white chocolate","1"
"coffee_granules","coffee granules","1"
"brioche","brioche","1"
"juniper_berries","juniper berries","1"
"milk_chocolate","milk chocolate","1"
"single_cream","single cream","1"
"pineapple","pineapple","1"
"coconut_milk","coconut milk","1"
"summer_fruit","summer fruit","1"
"cranberry_sauce","cranberry sauce","1"
"pork_loin","pork loin","1"
"redcurrant_jelly","redcurrant jelly","1"
"globe_artichoke","globe artichoke","1"
"mozzarella_cheese","mozzarella","1"
"pork_chop","pork chop","1"
"langoustine","langoustine","1"
"bread","bread","1"
"rump","rump","1"
"basmati_rice","basmati rice","1"
"salad","salad","1"
"chicken_liver","chicken liver","1"
"coriander","coriander","1"
"baguette","baguette","1"
"butter_bean","butter beans","1"
"beetroot","beetroot","1"
"arborio_rice","arborio rice","1"
"anchovy","anchovies","1"
"buttermilk","buttermilk","1"
"tabasco","Tabasco","1"
"long-grain_rice","long-grain rice","1"
"parsnip","parsnip","1"
"beef_braising_steak","braising steak","1"
"madeira","madeira","1"
"pineapple_juice","pineapple juice","1"
"berry","berry","1"
"filo_pastry","filo pastry","1"
"mustard_cress","mustard cress","1"
"mashed_potato","mashed potato","1"
"corn_syrup","corn syrup","1"
"sweetcorn","sweetcorn","1"
"blackberry","blackberry","1"
"marsala_wine","Marsala wine","1"
"sparkling_wine","sparkling wine","1"
"passata","passata","1"
"ciabatta","ciabatta","1"
"lemongrass","lemongrass","1"
"flour","flour","1"
"soda_bread","soda bread","1"
"champagne","champagne","1"
"oyster","oyster","1"
"celeriac","celeriac","1"
"fennel","fennel","1"
"apricot_jam","apricot jam","1"
"golden_syrup","golden syrup","1"
"marjoram","marjoram","1"
"cranberry_juice","cranberry juice","1"
"rum","rum","1"
"flageolet_bean","flageolet beans","1"
"port","port","1"
"cauliflower","cauliflower","1"
"pea_shoots","pea shoots","1"
"beer","beer","1"
"syrup","syrup","1"
"cockles","cockles","1"
"ginger_biscuit","ginger biscuit","1"
"apple_juice","apple juice","1"
"salami","salami","1"
"sesame_seeds","sesame seeds","1"
"camembert_cheese","camembert","1"
"tuna_fresh","fresh tuna","1"
"shiitake_mushroom","shiitake mushroom","1"
"worcestershire_sauce","worcestershire sauce","1"
"veal","veal","1"
"curry_powder","curry powder","1"
"brown_sugar","brown sugar","1"
"lettuce","lettuce","1"
"prawn","prawn","1"
"waxy_potato","waxy potato","1"
"candied_peel","candied peel","1"
"wild_garlic","wild garlic","1"
"vegetable_shortening","vegetable shortening","1"
"rice_noodle","rice noodles","1"
"wholemeal_bread","wholemeal bread","1"
"emmental_cheese","emmental","1"
"tomato_puree","tomato purée","1"
"goats_cheese","goats' cheese","1"
"cheese","cheese","1"
