"juniper_berries","juniper berries","1"
"potato","potato","1"
"bread","bread","1"
"wasabi","wasabi","1"
"mango_chutney","mango chutney","1"
"peel","peel","1"
"ale","ale","1"
"artichoke","artichoke","1"
"ling","ling","1"
"caramel","caramel","1"
"ground_almonds","ground almonds","1"
"amaretti","amaretti","1"
"macaroon","macaroon","1"
"horseradish","horseradish","1"
"prune_juice","prune juice","1"
"sambuca","sambuca","1"
"peppercorn","peppercorn","1"
"cream_cheese","cream cheese","1"
"almond_essence","almond essence","1"
"white_pepper","white pepper","1"
"dried_chilli","dried chilli","1"
"crayfish","crayfish","1"
"biscotti","biscotti","1"
"garlic","garlic","1"
"stem_ginger","stem ginger","1"
"dry_sherry","dry sherry","1"
"dijon_mustard","Dijon mustard","1"
"pumpkin_seed","pumpkin seed","1"
"cream","cream","1"
"chilli_powder","chilli powder","1"
"quince","quince","1"
"summer_fruit","summer fruit","1"
"strawberry_jam","strawberry jam","1"
"sauce","sauces","1"
"fromage_frais","fromage frais","1"
"vinegar","vinegar","1"
"ouzo","ouzo","1"
"lime_cordial","lime cordial","1"
"nashi","nashi","1"
"pecan_nut","pecan","1"
"asparagus","asparagus","1"
"soya_milk","soya milk","1"
"brandy_snaps","brandy snaps","1"
"marsala_wine","Marsala wine","1"
"mince_pies","mince pies","1"
"brazil_nut","brazil nut","1"
"celery_seeds","celery seeds","1"
"chives","chives","1"
"tangerine","tangerine","1"
"meringue","meringue","1"
"mango_juice","mango juice","1"
"rice_wine","rice wine","1"
"yeast","yeast","1"
"seed","seeds","1"
"kiwi_fruit","kiwi fruit","1"
"coffee_granules","coffee granules","1"
"cocktails","cocktail","1"
"cheese","cheese","1"
"papaya","papaya","1"
"greengages","greengages","1"
"wheatgerm","wheatgerm","1"
"citrus_fruit","citrus fruit","1"
"evaporated_milk","evaporated milk","1"
"coffee_essence","coffee essence","1"
