"coffee_liqueur","coffee liqueur","11"
"egg_wash","egg wash","11"
"strong_white_flour","strong white flour","11"
"sherry","sherry","11"
"food_colouring","food colouring","11"
"candied_peel","candied peel","11"
"mixed_nuts","mixed nuts","10"
"fudge","fudge","10"
"christmas_pudding","Christmas pudding","10"
"kiwi_fruit","kiwi fruit","10"
"damsons","damsons","10"
"peppercorn","peppercorn","10"
"cider","cider","10"
"sea_salt","sea salt","10"
"brandy_snaps","brandy snaps","9"
"chilli_powder","chilli powder","9"
"exotic_fruit","exotic fruit","9"
"poppy_seeds","poppy seeds","9"
"fennel","fennel","9"
"butternut_squash","butternut squash","9"
"dried_chilli","dried chilli","9"
"sweet_potato","sweet potato","9"
"quince","quince","9"
"goats_cheese","goats' cheese","9"
"caramel","caramel","9"
"fruit","fruit","9"
"tea","tea","8"
"peanut","peanuts","8"
"berry","berry","8"
"macaroon","macaroon","8"
"waffles","waffles","8"
"peel","peel","8"
"red_wine_vinegar","red wine vinegar","8"
"cayenne_pepper","cayenne pepper","8"
"evaporated_milk","evaporated milk","8"
"pumpkin","pumpkin","7"
"mandarin","mandarin","7"
"sherry_vinegar","sherry vinegar","7"
"watermelon","watermelon","7"
"sparkling_wine","sparkling wine","7"
"dulce_de_leche","dulce de leche","7"
"glace_cherries","glacé cherries","7"
"lemongrass","lemongrass","7"
"sorbet","sorbet","7"
"cherry_brandy","cherry brandy","7"
"honeycomb","honeycomb","7"
"soya_milk","soya milk","7"
"noodle","noodles","7"
"liquorice","liquorice","7"
"stilton_cheese","Stilton","7"
"icing","icing","6"
"peanut_butter","peanut butter","6"
"fromage_frais","fromage frais","6"
"cream_liqueur","cream liqueur","6"
"cape_gooseberries","cape gooseberries","6"
"wholemeal_flour","wholemeal flour","6"
"fondant_icing","fondant icing","6"
"chocolate_brownies","chocolate brownies","6"
"jelly","jelly","6"
"grapefruit","grapefruit","6"
"forced_rhubarb","forced rhubarb","6"
"creamed_coconut","creamed coconut","6"
"seed","seeds","6"
"mixed_spice","mixed spice","6"
"gooseberry","gooseberry","6"
"coconut_cream","coconut cream","6"
"dragon_fruit","dragon fruit","5"
"cake","cake","5"
"cognac","cognac","5"
"cranberry","cranberry","5"
"chocolate_truffle","chocolate truffle","5"
"swiss_roll","swiss rolls and roulades","5"
"gingerbread","gingerbread","5"
"ghee","ghee","5"
"clarified_butter","clarified butter","5"
"almond_essence","almond essence","5"
"seville_orange","Seville orange","5"
"lemon_balm","lemon balm","5"
"goats_milk","goats' milk","5"
"vinegar","vinegar","5"
"rice_flour","rice flour","5"
"tortilla_flour","flour tortilla","4"
"beer","beer","4"
"rapeseed_oil","rapeseed oil","4"
"pancake","pancakes","4"
"praline","praline","4"
"sweet_sherry","sweet sherry","4"
"curd_cheese","curd cheese","4"
"molasses","molasses","4"
"cava","cava","4"
"redcurrant_jelly","redcurrant jelly","4"
"mace","mace","4"
"vermicelli","vermicelli","4"
"marshmallow","marshmallow","4"
"pectin","pectin","4"
"raspberry_jam","raspberry jam","4"
"turkish_delight","Turkish delight","4"
"wensleydale_cheese","wensleydale","4"
"double-zero_flour","00 flour","4"
"cranberry_juice","cranberry juice","4"
"biscotti","biscotti","4"
"chocolate_cake","chocolate cake","4"
"peanut_oil","peanut oil","4"
"coriander_fresh","fresh coriander","4"
"coriander_seeds","coriander seeds","4"
"truffle","truffle","4"
"ginger_beer","ginger beer","4"
"garlic","garlic","3"
"greengages","greengages","3"
"gin","gin","3"
"rennet","rennet","3"
"bran","bran","3"
"pumpkin_seed","pumpkin seed","3"
"nougat","nougat","3"
"palm_sugar","palm sugar","3"
"nashi","nashi","3"
"chickpea_flour","chickpea flour","3"
"guava","guava","3"
"ale","ale","3"
"coffee_essence","coffee essence","3"
"coulis","coulis","3"
"fat","fat","3"
"sloe_gin","sloe gin","3"
"tamarillo","tamarillo","3"
"brown_bread","brown bread","3"
"pasta","pasta","3"
"confectionery","confectionery","3"
"vermouth","vermouth","3"
"crackers","crackers","3"
"nibbed_almonds","nibbed almonds","3"
"arborio_rice","arborio rice","3"
"juniper_berries","juniper berries","3"
"tangerine","tangerine","3"
"bean","beans","3"
"curd","curd","3"
"ratafia_biscuits","ratafia biscuits","3"
"dried_cherries","dried cherries","3"
"strawberry_jam","strawberry jam","3"
"fondant_potatoes","fondant potatoes","3"
"cobnut","cobnut","3"
"almond_extract","almond extract","3"
"muesli","muesli","3"
"baguette","baguette","3"
"kumquat","kumquat","3"
"galangal","galangal","3"
"ciabatta","ciabatta","2"
"brandy_butter","brandy butter","2"
"barley","barley","2"
"angelica","angelica","2"
"soya_flour","soya flour","2"
"paprika","paprika","2"
"chocolate_biscuit","chocolate biscuit","2"
"crisps","crisps","2"
"cheddar_cheese","cheddar","2"
"coriander","coriander","2"
"spice","spices","2"
"long-grain_rice","long-grain rice","2"
"venison","venison","2"
"nettles","nettle","2"
"cocoa_butter","cocoa butter","2"
"beetroot","beetroot","2"
"spelt_flour","spelt flour","2"
"tapioca","tapioca","2"
"pineapple_juice","pineapple juice","2"
"sunflower_seed","sunflower seed","2"
"bitters","angostura bitters","2"
"soda","soda","2"
"fennel_seeds","fennel seeds","2"
"pepper","pepper","2"
"bilberries","bilberries","2"
"tabasco","Tabasco","2"
"potato","potato","2"
"rice_pudding","rice pudding","2"
"carrageen_moss","carrageen moss","2"
"mulled_wine","mulled wine","2"
"olive","olive","2"
"nut","nut","2"
"tayberry","tayberry","2"
"avocado","avocado","2"
"muffins","muffins","2"
"dessicated_coconut","dessicated coconut","2"
"lime_leaves","lime leaves","2"
"christmas_cake","Christmas cake","2"
"crepe","crêpe","2"
"bacon","bacon","2"
"pomegranate_juice","pomegranate juice","2"
"dandelion","dandelion","2"
"gorgonzola_cheese","gorgonzola","2"
"oyster","oyster","2"
"cranberry_sauce","cranberry sauce","2"
"cheshire_cheese","Cheshire","2"
"dry_sherry","dry sherry","2"
"crab_apple","crab apple","1"
"sponge_cake","sponge cake","1"
"garlic_and_herb_cream_cheese","garlic and herb cream cheese","1"
"lancashire_cheese","Lancashire","1"
"tomato_juice","tomato juice","1"
"fruit_salad","fruit salad","1"
"cottage_cheese","cottage cheese","1"
"elderberries","elderberries","1"
"lemonade","lemonade","1"
"bun","buns","1"
"dried_mixed_fruit","dried mixed fruit","1"
"passion_fruit_juice","passion fruit juice","1"
"haricot_bean","haricot beans","1"
"cola","cola","1"
"jaggery","jaggery","1"
"sichuan_pepper","Sichuan pepper","1"
"beef_stock","beef stock","1"
"parsley","parsley","1"
"amaranth","amaranth","1"
"ginger_ale","ginger ale","1"
"cumin","cumin","1"
"madeleines","madeleines","1"
"dumplings","dumplings","1"
"parmesan_cheese","parmesan","1"
"white_pepper","white pepper","1"
"sesame_oil","sesame oil","1"
"prune_juice","prune juice","1"
"tarragon","tarragon","1"
"courgette","courgette","1"
"compote","compôte","1"
"feta_cheese","feta","1"
"pappardelle","pappardelle","1"
"whitecurrant","whitecurrant","1"
"egg_liqueur","egg liqueur","1"
"wholemeal_bread","wholemeal bread","1"
"loganberry","loganberry","1"
"preserves","preserves","1"
"mangosteen","mangosteen","1"
"strega_liqueur","strega liqueur","1"
"tonic","tonic","1"
"fleur_de_sel","fleur de sel","1"
"hot_cross_buns","hot cross buns","1"
"ling","ling","1"
"custard_powder","custard powder","1"
"madeira","madeira","1"
"fruit_juice","fruit juice","1"
"carob","carob","1"
"stock","stock","1"
"chocolate_mousse","chocolate mousse","1"
"herbal_tea","herbal tea","1"
"perry","perry","1"
"anise","anise","1"
"red_onion","red onion","1"
"flapjacks","flapjacks","1"
"chickpea","chickpea","1"
"unleavened_bread","flatbread","1"
"sweetcorn","sweetcorn","1"
"caraway_seeds","caraway seeds","1"
"sorrel","sorrel","1"
"asafoetida","asafoetida","1"
"medlars","medlars","1"
"spaghetti","spaghetti","1"
"tequila","tequila","1"
"french_bread","French bread","1"
"shallot","shallot","1"
"turmeric","turmeric","1"
"salad","salad","1"
"crystallised_ginger","crystallised ginger","1"
"apple_sauce","apple sauce","1"
"spring_roll_wrappers","spring roll wrappers","1"
"chives","chives","1"
"tamarind","tamarind","1"
"quail","quail","1"
"couverture","couverture","1"
"roquefort_cheese","roquefort","1"
"manchego_cheese","manchego","1"
"fruit_cake","fruit cake","1"
"five-spice_powder","five-spice powder","1"
"lager","lager","1"
"paw-paw","paw-paw","1"
"loaf_cake","loaf cake","1"
"linguine","linguine","1"
"soy_sauce","soy sauce","1"
"hazelnut_oil","hazelnut oil","1"
"pitta_bread","pitta bread","1"
"chantilly_cream","chantilly cream","1"
"fortified_wine","fortified wine","1"
"mustard_seeds","mustard seeds","1"
"buckwheat_flour","buckwheat flour","1"
"spinach","spinach","1"
"frangipane","frangipane","1"
"sourdough_bread","sourdough bread","1"
"vegetable_shortening","vegetable shortening","1"
"grapefruit_juice","grapefruit juice","1"
"plantain","plantain","1"
"duck","duck","1"
"irish_stout","Irish stout","1"
"lasagne_sheets","lasagne sheets","1"
